Pair.Name,Ligand,Receptor,Dataset,Annotation,Location  Ligand,GO,References,Julia TRUE/FALSE/NA,Julia literature reference,Julia comment,checked,,,,,,,,,,,,,
Notch3-Jag2,Notch3,Jag2,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 17611219,"Look at figure 1, full text",,,,,,,,,,06.12,,,,
Notch4-Dll4,Notch4,Dll4,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,"16219802,12814940",,PMID: 17611219,"Look at figure 1, full text",,,,,,,,06.12,,,,
Notch4-Jag1,Notch4,Jag1,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 19816565,Look at figure 5,,PMID: 17611219,"Look at figure 1, full text",,,,,,,06.12,,,,
Nrg2-Erbb3,Nrg2,Erbb3,Ramilowski,Not Expressed,Both,Other,"9168115,,9168115, 9168114",TRUE,,,,,,,,,,,,06.12,,,,
Npb-Npbwr1,Npb,Npbwr1,Ramilowski,Not Expressed,Secreted,Other,"12401809,12401809, 12118011,12401809, 12118011",,,,,,,,,,,,,,,,,
Npff-Npffr1,Npff,Npffr1,Ramilowski,Not Expressed,Secreted,Other,"11024015,12242085, 17011599, 12421602,11024015",,,,,,,,,,,,,,,,,
Npff-Npffr2,Npff,Npffr2,Ramilowski,Not Expressed,Secreted,Other,"11024015,12421602, 11325787,10851242, 12609745",,,,,,,,,,,,,,,,,
Nppa-Npr1,Nppa,Npr1,Ramilowski,Not Expressed,Secreted,Other,15.911.069.870.015.300.000.000,,,,,,,,,,,,,,,,,
Nppa-Npr3,Nppa,Npr3,Ramilowski,Not Expressed,Secreted,Other,21.697.332.169.733,,,,,,,,,,,,,,,,,
Nppb-Npr1,Nppb,Npr1,Ramilowski,Not Expressed,Secreted,Other,"8700153,7901875, 1309330",,,,,,,,,,,,,,,,,
Nppb-Npr2,Nppb,Npr2,Ramilowski,Not Expressed,Secreted,Other,2570358,,,,,,,,,,,,,,,,,
Nppb-Npr3,Nppb,Npr3,Ramilowski,Not Expressed,Secreted,Other,"1309330,1309330, 7901875",,,,,,,,,,,,,,,,,
Nppc-Npr3,Nppc,Npr3,Ramilowski,Not Expressed,Secreted,Other,"11533490, 1309330",,,,,,,,,,,,,,,,,
Nps-Npsr1,Nps,Npsr1,Ramilowski,Not Expressed,Secreted,Other,1.531.264.815.312.640,,,,,,,,,,,,,,,,,
Npvf-Npffr1,Npvf,Npffr1,Ramilowski,Not Expressed,Secreted,Other,"11024015,12242085, 12421602, 17337079",,,,,,,,,,,,,,,,,
Npvf-Npffr2,Npvf,Npffr2,Ramilowski,Not Expressed,Secreted,Other,"12242085, 12421602",,,,,,,,,,,,,,,,,
Npw-Npbwr1,Npw,Npbwr1,Ramilowski,Not Expressed,Other,Other,"12130646,12130646,12401809, 12130646",,,,,,,,,,,,,,,,,
Npy-Mc4r,Npy,Mc4r,Ramilowski,Not Expressed,Secreted,Other,12015205,,,,,,,,,,,,,,,,,
Npy-Npffr2,Npy,Npffr2,Ramilowski,Not Expressed,Secreted,Other,12609745,,,,,,,,,,,,,,,,,
Npy-Npy1r,Npy,Npy1r,Ramilowski,Not Expressed,Secreted,Other,"9549761,12007534, 7559383, 9001438",,,,,,,,,,,,,,,,,
Npy-Npy2r,Npy,Npy2r,Ramilowski,Not Expressed,Secreted,Other,"9549761,8632753, 7592910,9001438, 7559383, 12007534",,,,,,,,,,,,,,,,,
Npy-Npy4r,Npy,Npy4r,Ramilowski,Not Expressed,Secreted,Other,759.291.174.939.377.000.000,,,,,,,,,,,,,,,,,
Npy-Npy5r,Npy,Npy5r,Ramilowski,Not Expressed,Secreted,Other,12.417.094.882.428.400.000.000,,,,,,,,,,,,,,,,,
Npy-Prlhr,Npy,Prlhr,Ramilowski,Not Expressed,Secreted,Other,15885496,,,,,,,,,,,,,,,,,
Nrg1-Erbb2,Nrg1,Erbb2,Ramilowski,Not Expressed,Secreted,Other,"1350381, 7514177",,,,,,,,,,,,,,,,,
Nrg1-Erbb4,Nrg1,Erbb4,Ramilowski,Not Expressed,Secreted,Other,",8062828, 10537356, 7721889, 9565587",,,,,,,,,,,,,,,,,
Nrp2-Sema4f,Nrp2,Sema4f,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,9856463,"Nrp2 binds secreted Sema4, Sema4f is a transmembrane proteine",,,,,,,,,,06.12,,,,
Nrg2-Erbb4,Nrg2,Erbb4,Ramilowski,Not Expressed,Secreted,Other,"9168115,,9168115, 9168114",,,,,,,,,,,,,,,,,
Nrg3-Erbb4,Nrg3,Erbb4,Ramilowski,Not Expressed,Secreted,GrowthFactor,"9275162,,9275162",,,,,,,,,,,,,,,,,
Nrg4-Erbb4,Nrg4,Erbb4,Ramilowski,Not Expressed,Secreted,GrowthFactor,",10348342",,,,,,,,,,,,,,,,,
Nrxn1-Nlgn2,Nrxn1,Nlgn2,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nrtn-Ret,Nrtn,Ret,Ramilowski,Not Expressed,Secreted,GrowthFactor,91.828.039.192.898,,,,,,,,,,,,,,,,,
Nrxn1-Nlgn3,Nrxn1,Nlgn3,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nrxn1-Rph3a,Nrxn1,Rph3a,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,Rpha3 is a G-proteine,,,,,,,,,,,,,,
Nrxn2-Nlgn1,Nrxn2,Nlgn1,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 16337696,"Look at full text, Nrxn gene encodes and an aplha- and a beta-neurexin, Nlgn1 can bind isoforms of all 3 beta-neurexins",,,,,,,,if those neurexins have a lack of insert in splice site 4,,,,,,
Nrxn2-Nlgn2,Nrxn2,Nlgn2,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nrxn2-Nlgn3,Nrxn2,Nlgn3,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nrxn3-Nlgn1,Nrxn3,Nlgn1,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 16337696,"Look at full text, Nrxn gene encodes and an aplha- and a beta-neurexin, Nlgn1 can bind isoforms of all 3 beta-neurexins",,,,,,,,if those neurexins have a lack of insert in splice site 4,,,,,,
Nrxn3-Nlgn2,Nrxn3,Nlgn2,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nrxn3-Nlgn3,Nrxn3,Nlgn3,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Ntng1-Lrrc4c,Ntng1,Lrrc4c,Ramilowski,Not Expressed,Membrane,Other,1.459.544.314.595.440,TRUE,PMID: 23986473,PMID: 25411505,Lrrc4c=NGL-1,,,,,,,,,06.12,,,,
Ntf3-Ngfr,Ntf3,Ngfr,Ramilowski,Not Expressed,Secreted,GrowthFactor,,,,,,,,,,,,,,,,,,
Ntf3-Ntrk1,Ntf3,Ntrk1,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,,,,,,,,,,,,,,,,,
Ntf3-Ntrk2,Ntf3,Ntrk2,Ramilowski,Not Expressed,Secreted,GrowthFactor,8621424,,,,,,,,,,,,,,,,,
Ntf3-Ntrk3,Ntf3,Ntrk3,Ramilowski,Not Expressed,Secreted,GrowthFactor,"7679912,,9488719, 9973222",,,,,,,,,,,,,,,,,
Ntf5-Ngfr,Ntf5,Ngfr,Ramilowski,Not Expressed,Secreted,GrowthFactor,",7541633",,,,,,,,,,,,,,,,,
Ntf5-Ntrk1,Ntf5,Ntrk1,Ramilowski,Not Expressed,Secreted,GrowthFactor,11114882,,,,,,,,,,,,,,,,,
Ntf5-Ntrk2,Ntf5,Ntrk2,Ramilowski,Not Expressed,Secreted,GrowthFactor,767.991.211.855.816,,,,,,,,,,,,,,,,,
Ntn1-Dcc,Ntn1,Dcc,Ramilowski,Not Expressed,Secreted,Other,"8861902, 10399920,9950216, 12810718",,,,,,,,,,,,,,,,,
Ntn1-Unc5a,Ntn1,Unc5a,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Ntn1-Unc5d,Ntn1,Unc5d,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Ntn4-Dcc,Ntn4,Dcc,Ramilowski,Not Expressed,Secreted,Other,17174565,,,,,,,,,,,,,,,,,
Ntn4-Unc5a,Ntn4,Unc5a,Ramilowski,Not Expressed,Secreted,Other,17174565,,,,,,,,,,,,,,,,,
Ntng2-Lrrc4,Ntng2,Lrrc4,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 25411505,,Lrrc4=NGL-2,,,,,,,,,06.12,,,,
Omg-Lingo1,Omg,Lingo1,Ramilowski,Not Expressed,Membrane,Other,14966521,FALSE,,"Omg binds Ngr, Ngr interacts with Lingo1; literature: wikiwand Lingo1, could not find it on pubmed ",,,,,,,,,,06.12,,,,
Nts-Ntsr1,Nts,Ntsr1,Ramilowski,Not Expressed,Secreted,Other,"1331689, 1694443,11811984, 11723247, 10930533,11559354, 16087676",,,,,,,,,,,,,,,,,
Nts-Ntsr2,Nts,Ntsr2,Ramilowski,Not Expressed,Secreted,Other,"9851594,11723247,11801734, 16087676",,,,,,,,,,,,,,,,,
Nts-Sort1,Nts,Sort1,Ramilowski,Not Expressed,Secreted,Other,"9756851, 16087676",,,,,,,,,,,,,,,,,
Nxph1-Nrxn1,Nxph1,Nrxn1,Ramilowski,Not Expressed,Secreted,Other,"9856994,8699246, 9856994",,,,,,,,,,,,,,,,,
Nxph1-Nrxn2,Nxph1,Nrxn2,Ramilowski,Not Expressed,Secreted,Other,9856994,,,,,,,,,,,,,,,,,
Nxph1-Nrxn3,Nxph1,Nrxn3,Ramilowski,Not Expressed,Secreted,Other,9856994,,,,,,,,,,,,,,,,,
Nxph2-Nrxn1,Nxph2,Nrxn1,Ramilowski,Not Expressed,Secreted,Other,8699246,,,,,,,,,,,,,,,,,
Nxph3-Nrxn1,Nxph3,Nrxn1,Ramilowski,Not Expressed,Secreted,Other,98.569.949.856.994,,,,,,,,,,,,,,,,,
Nxph3-Nrxn2,Nxph3,Nrxn2,Ramilowski,Not Expressed,Secreted,Other,9856994,,,,,,,,,,,,,,,,,
Nxph3-Nrxn3,Nxph3,Nrxn3,Ramilowski,Not Expressed,Secreted,Other,9856994,,,,,,,,,,,,,,,,,
Olfm2-Robo2,Olfm2,Robo2,Ramilowski,Not Expressed,Secreted,Other,16169070,,,,,,,,,,,,,,,,,
Oprd1-Gnai2,Oprd1,Gnai2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,Gnai2 is a G-proteine,,,,,,,,,,06.12,,,,
Pdgfb-Art1,Pdgfb,Art1,Ramilowski,Not Expressed,ECM,GrowthFactor,11498506,FALSE,,Art1 is an ADP-Ribosyltransferase,,,,,,,,,,06.12,,,,
Ostn-Npr3,Ostn,Npr3,Ramilowski,Not Expressed,Secreted,Other,17951249,,,,,,,,,,,,,,,,,
Oxt-Avpr1a,Oxt,Avpr1a,Ramilowski,Not Expressed,Secreted,Other,"8106369, 9884074, 9334232, 9322919, 9459574, 9264324, 10519430, 12660315",,,,,,,,,,,,,,,,,
Oxt-Avpr1b,Oxt,Avpr1b,Ramilowski,Not Expressed,Secreted,Other,"9884074, 9322919, 9459574, 9264324, 16158071",,,,,,,,,,,,,,,,,
Oxt-Avpr2,Oxt,Avpr2,Ramilowski,Not Expressed,Secreted,Other,"9884074, 9322919, 9459574, 9264324, 7774575, 12660315",,,,,,,,,,,,,,,,,
Oxt-Oxtr,Oxt,Oxtr,Ramilowski,Not Expressed,Secreted,Other,"1313946,10519430, 7774575, 12660315, 16158071, 7475979, 8955347,10698266",,,,,,,,,,,,,,,,,
Pcsk9-Vldlr,Pcsk9,Vldlr,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Plxna1-Sema6d,Plxna1,Sema6d,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 18374575,Look at Figure 2,,,,,,,,,,06.12,,,,
Pdyn-Oprd1,Pdyn,Oprd1,Ramilowski,Not Expressed,Secreted,Other,9686407,,,,,,,,,,,,,,,,,
Pdyn-Oprk1,Pdyn,Oprk1,Ramilowski,Not Expressed,Secreted,Other,"8170987,7869844, 7624359, 9686407, 9262330, 1967312",,,,,,,,,,,,,,,,,
Pdyn-Oprm1,Pdyn,Oprm1,Ramilowski,Not Expressed,Secreted,Other,9686407,,,,,,,,,,,,,,,,,
Penk-Mrgprx1,Penk,Mrgprx1,Ramilowski,Not Expressed,Secreted,Other,"15163697, 11850634, 23396314",,,,,,,,,,,,,,,,,
Penk-Oprd1,Penk,Oprd1,Ramilowski,Not Expressed,Secreted,Other,9686407,,,,,,,,,,,,,,,,,
Penk-Oprm1,Penk,Oprm1,Ramilowski,Not Expressed,Secreted,Other,9686407,,,,,,,,,,,,,,,,,
Pf4-Cxcr3,Pf4,Cxcr3,Ramilowski,Not Expressed,Secreted,Chemokine,12782716,,,,,,,,,,,,,,,,,
Pf4-Fgfr2,Pf4,Fgfr2,Ramilowski,Not Expressed,Secreted,Chemokine,9558385,,,,,,,,,,,,,,,,,
Pf4-Ldlr,Pf4,Ldlr,Ramilowski,Not Expressed,Secreted,Chemokine,1.198.621.511.986.210,,,,,,,,,,,,,,,,,
Pf4-Procr,Pf4,Procr,Ramilowski,Not Expressed,Secreted,Chemokine,9395524,,,,,,,,,,,,,,,,,
Pf4-Sdc2,Pf4,Sdc2,Ramilowski,Not Expressed,Secreted,Chemokine,7524669,,,,,,,,,,,,,,,,,
Pf4-Thbd,Pf4,Thbd,Ramilowski,Not Expressed,Secreted,Chemokine,93.955.249.395.524,,,,,,,,,,,,,,,,,
Pip-Cd4,Pip,Cd4,Ramilowski,Not Expressed,Secreted,Other,10820003,,,,,,,,,,,,,,,,,
Pla2g10-Pla2r1,Pla2g10,Pla2r1,Ramilowski,Not Expressed,Secreted,Other,"11019817, 10922494",,,,,,,,,,,,,,,,,
Plau-Lrp2,Plau,Lrp2,Ramilowski,Not Expressed,Secreted,Other,8344937,,,,,,,,,,,,,,,,,
Plg-F2r,Plg,F2r,Ramilowski,Not Expressed,Secreted,Other,10978167,,,,,,,,,,,,,,,,,
Plg-F2rl1,Plg,F2rl1,Ramilowski,Not Expressed,Secreted,Other,"12604689, 10978167, 9020112",,,,,,,,,,,,,,,,,
Plg-F3,Plg,F3,Ramilowski,Not Expressed,Secreted,Other,9490681,,,,,,,,,,,,,,,,,
Plg-Lrp2,Plg,Lrp2,Ramilowski,Not Expressed,Secreted,Other,10073957,,,,,,,,,,,,,,,,,
Plg-Plgrkt,Plg,Plgrkt,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Plxna4-Sema6a,Plxna4,Sema6a,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 18374575,Look at Figure 2,,,,,,,,,,06.12,,,,
Plxnb1-Sema4d,Plxnb1,Sema4d,Ramilowski,Not Expressed,Membrane,Other,29981480,TRUE,PMID: 24319778,"Look at figure 4 of this paper, could not open it via pubmed",,,,,,,,,,06.12,,,,
Plxnb2-Sema4g,Plxnb2,Sema4g,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 21122816,,,,,,,,,,,06.12,,,,
Prnd-Rpsa,Prnd,Rpsa,Ramilowski,Not Expressed,Membrane,Other,1.524.687.315.246.870,TRUE,PMID: 15246873,,,,,,,,,,,06.12,,,,
Pmch-Mchr1,Pmch,Mchr1,Ramilowski,Not Expressed,Secreted,Other,"10421368,10421367, 11375253,11478907, 11839762",,,,,,,,,,,,,,,,,
Pnoc-Oprl1,Pnoc,Oprl1,Ramilowski,Not Expressed,Secreted,Other,"7481766,12967935, 8849681, 10369464, 12070757, 22827708,10692489, 11097863",,,,,,,,,,,,,,,,,
Pomc-Mc1r,Pomc,Mc1r,Ramilowski,Not Expressed,Secreted,Other,"1516719, 10942578,7774675, 12007532,10942578, 11041375",,,,,,,,,,,,,,,,,
Pomc-Mc2r,Pomc,Mc2r,Ramilowski,Not Expressed,Secreted,Other,905.837.412.213.892,,,,,,,,,,,,,,,,,
Pomc-Mc3r,Pomc,Mc3r,Ramilowski,Not Expressed,Secreted,Other,"7774675, 10358030, 10493100",,,,,,,,,,,,,,,,,
Pomc-Mc4r,Pomc,Mc4r,Ramilowski,Not Expressed,Secreted,Other,"8884876, 10493100, 11101306,12165561, 11101306",,,,,,,,,,,,,,,,,
Pomc-Mc5r,Pomc,Mc5r,Ramilowski,Not Expressed,Secreted,Other,"11785979,7774675, 12007532,11606131, 8185570",,,,,,,,,,,,,,,,,
Pomc-Oprd1,Pomc,Oprd1,Ramilowski,Not Expressed,Secreted,Other,154.641.439.686.407,,,,,,,,,,,,,,,,,
Pomc-Oprk1,Pomc,Oprk1,Ramilowski,Not Expressed,Secreted,Other,"8624732,9686407, 7624359",,,,,,,,,,,,,,,,,
Pomc-Oprm1,Pomc,Oprm1,Ramilowski,Not Expressed,Secreted,Other,15464143,,,,,,,,,,,,,,,,,
Pon2-Htr2a,Pon2,Htr2a,Ramilowski,Not Expressed,Secreted,Other,16537434,,,,,,,,,,,,,,,,,
Ppbp-Cxcr1,Ppbp,Cxcr1,Ramilowski,Not Expressed,Secreted,Chemokine,"8137938,8195702, 1427896",,,,,,,,,,,,,,,,,
Ppbp-Cxcr2,Ppbp,Cxcr2,Ramilowski,Not Expressed,Secreted,Chemokine,"8702798,8702798, 8195702",,,,,,,,,,,,,,,,,
Ppy-Npy4r,Ppy,Npy4r,Ramilowski,Not Expressed,Secreted,Other,"8643460,8643460, 7493937, 16807358, 7592911,7493937",,,,,,,,,,,,,,,,,
Ppy-Npy5r,Ppy,Npy5r,Ramilowski,Not Expressed,Secreted,Other,8824284,,,,,,,,,,,,,,,,,
Prl-Prlr,Prl,Prlr,Ramilowski,Not Expressed,Secreted,Other,"2558309, 11356126,,9626554, 10966654, 7984244",,,,,,,,,,,,,,,,,
Prlh-Prlhr,Prlh,Prlhr,Ramilowski,Not Expressed,Other,Other,"11030716,11030716, 12606605,9607765, 11030716, 10475064",,,,,,,,,,,,,,,,,
Ptprf-Cdh1,Ptprf,Cdh1,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,,,,,,,,,,,06.12,,,,
Proc-Procr,Proc,Procr,Ramilowski,Not Expressed,Secreted,Other,"7929370,11099506, 10681521",,,,,,,,,,,,,,,,,
Proc-Thbd,Proc,Thbd,Ramilowski,Not Expressed,Secreted,Other,"11106601, 12588872",,,,,,,,,,,,,,,,,
Prok1-Prokr1,Prok1,Prokr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,"11886876,12054613, 15772293",,,,,,,,,,,,,,,,,
Prok1-Prokr2,Prok1,Prokr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,"11886876,12054613, 15772293",,,,,,,,,,,,,,,,,
Prok2-Prokr1,Prok2,Prokr1,Ramilowski,Not Expressed,Secreted,Other,"12054613, 15772293",,,,,,,,,,,,,,,,,
Prok2-Prokr2,Prok2,Prokr2,Ramilowski,Not Expressed,Secreted,Other,"12024206,12054613, 15772293",,,,,,,,,,,,,,,,,
Psap-Celsr1,Psap,Celsr1,Ramilowski,Not Expressed,Secreted,Other,16169070,,,,,,,,,,,,,,,,,
Psap-Gpr37l1,Psap,Gpr37l1,Ramilowski,Not Expressed,Secreted,Other,2.369.059.423.690.590,,,,,,,,,,,,,,,,,
Pspn-Gfra1,Pspn,Gfra1,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,,,,,,,,,,,,,,,,,
Pspn-Gfra4,Pspn,Gfra4,Ramilowski,Not Expressed,Secreted,GrowthFactor,1.111.614.411.116.140,,,,,,,,,,,,,,,,,
Pspn-Ret,Pspn,Ret,Ramilowski,Not Expressed,Secreted,GrowthFactor,11116144,,,,,,,,,,,,,,,,,
Ptgs2-Ptgdr2,Ptgs2,Ptgdr2,Ramilowski,Not Expressed,Other,Other,11208866,,,,,,,,,,,,,,,,,
Pth-Pth1r,Pth,Pth1r,Ramilowski,Not Expressed,Secreted,Other,129.470.489.108.031,,,,,,,,,,,,,,,,,
Pth-Pth2r,Pth,Pth2r,Ramilowski,Not Expressed,Secreted,Other,77.975.359.482.662,,,,,,,,,,,,,,,,,
Pth2-Pth1r,Pth2,Pth1r,Ramilowski,Not Expressed,Secreted,Other,"11159842, 10854439",,,,,,,,,,,,,,,,,
Pth2-Pth2r,Pth2,Pth2r,Ramilowski,Not Expressed,Secreted,Other,"11861531,10854439, 11602681,10854439",,,,,,,,,,,,,,,,,
Pthlh-Prlhr,Pthlh,Prlhr,Ramilowski,Not Expressed,Secreted,Other,,,,,,,,,,,,,,,,,,
Pthlh-Pth2r,Pthlh,Pth2r,Ramilowski,Not Expressed,Secreted,Other,8702701,,,,,,,,,,,,,,,,,
Ptn-Alk,Ptn,Alk,Ramilowski,Not Expressed,Secreted,GrowthFactor,11278720,,,,,,,,,,,,,,,,,
Ptn-Cdh10,Ptn,Cdh10,Ramilowski,Not Expressed,Secreted,GrowthFactor,16169070,,,,,,,,,,,,,,,,,
Ptprm-Cdh1,Ptprm,Cdh1,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,"9531566, 7642713, 15588985","They interact, but I think they are located on the same cell",,,,,,,,,,06.12,,,,
Rarres2-Cmklr1,Rarres2,Cmklr1,Ramilowski,Not Expressed,ECM,Other,"14675762,18165312, 14530373, 14701797, 23396314",FALSE,Cmklr1 is a G-proteine,,,,,,,,,,,06.12,,,,
Pyy-Fap,Pyy,Fap,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Pyy-Npy1r,Pyy,Npy1r,Ramilowski,Not Expressed,Secreted,Other,954.976.112.665.544,,,,,,,,,,,,,,,,,
Pyy-Npy2r,Pyy,Npy2r,Ramilowski,Not Expressed,Secreted,Other,"8632753, 7592910,11408607",,,,,,,,,,,,,,,,,
Pyy-Npy4r,Pyy,Npy4r,Ramilowski,Not Expressed,Secreted,Other,759.291.174.939.377.000.000,,,,,,,,,,,,,,,,,
Pyy-Npy5r,Pyy,Npy5r,Ramilowski,Not Expressed,Secreted,Other,1.182.564.512.665.540,,,,,,,,,,,,,,,,,
Qrfp-P2ry14,Qrfp,P2ry14,Ramilowski,Not Expressed,Secreted,Other,12714592,,,,,,,,,,,,,,,,,
Qrfp-Qrfpr,Qrfp,Qrfpr,Ramilowski,Not Expressed,Secreted,Other,"12714592,16500002, 23396314, 12714592",,,,,,,,,,,,,,,,,
Rims1-Cacna1c,Rims1,Cacna1c,Ramilowski,Not Expressed,Membrane,Other,11438519,FALSE,they interact but they are located on the same cell,,,,,,,,,,,06.12,,,,
Rbp3-Notch1,Rbp3,Notch1,Ramilowski,Not Expressed,Secreted,Other,11511084,,,,,,,,,,,,,,,,,
Rbp4-Stra6,Rbp4,Stra6,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Reln-Lrp8,Reln,Lrp8,Ramilowski,Not Expressed,Secreted,Other,"12899622,10571240, 12899622, 12670700, 12167620",,,,,,,,,,,,,,,,,
Reln-Vldlr,Reln,Vldlr,Ramilowski,Not Expressed,Secreted,Other,"10571240,10571240, 10571241",,,,,,,,,,,,,,,,,
Ren1-Atp6ap2,Ren1,Atp6ap2,Ramilowski,Not Expressed,Secreted,Other,1.204.525.512.045.250,,,,,,,,,,,,,,,,,
Robo1-Ncam1,Robo1,Ncam1,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,16226035,"Look at the full text, only Robo 3 can bind Ncam1",,,,,,,,,,06.12,,,,
Rims2-Abca1,Rims2,Abca1,Ramilowski,Not Expressed,Other,Other,16192289,,,,,,,,,,,,,,,,,
Rln1-Rxfp1,Rln1,Rxfp1,Ramilowski,Not Expressed,Secreted,Other,"11809971,11809971,16411781,12506116, 15649866,11809971,12506116, 15649866",,,,,,,,,,,,,,,,,
Rln1-Rxfp2,Rln1,Rxfp2,Ramilowski,Not Expressed,Secreted,Other,"11809971,11809971,16411781,15649866,12506116, 15649866",,,,,,,,,,,,,,,,,
Rln3-Rxfp1,Rln3,Rxfp1,Ramilowski,Not Expressed,Secreted,Other,"12506116,12506116, 15649866,12506116, 14522968, 15649866",,,,,,,,,,,,,,,,,
Rln3-Rxfp2,Rln3,Rxfp2,Ramilowski,Not Expressed,Secreted,Other,16411781,,,,,,,,,,,,,,,,,
Rln3-Rxfp3,Rln3,Rxfp3,Ramilowski,Not Expressed,Secreted,Other,"14522968,15367576, 14522968",,,,,,,,,,,,,,,,,
Rln3-Rxfp4,Rln3,Rxfp4,Ramilowski,Not Expressed,Secreted,Other,145.229.671.452.296.000.000.000,,,,,,,,,,,,,,,,,
Rph3a-Nrxn1,Rph3a,Nrxn1,Ramilowski,Not Expressed,Membrane,Other,8901523,FALSE,,Rpha3 is a G-proteine,,,,,,,,,,06.12,,,,
Rpsa-Prnd,Rpsa,Prnd,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 15246873,,,,,,,,,,,06.12,,,,
Rtn4-Cntnap1,Rtn4,Cntnap1,Ramilowski,Not Expressed,Membrane,Other,14592966,FALSE,,Rtn4 located in ER,,,,,,,,,,06.12,,,,
Rspo1-Lgr4,Rspo1,Lgr4,Ramilowski,Not Expressed,Secreted,Other,2.169.364.621.693.640,,,,,,,,,,,,,,,,,
Rspo1-Lgr5,Rspo1,Lgr5,Ramilowski,Not Expressed,Secreted,Other,2.169.364.621.693.640,,,,,,,,,,,,,,,,,
Rspo1-Lgr6,Rspo1,Lgr6,Ramilowski,Not Expressed,Secreted,Other,"21727895, 21693646",,,,,,,,,,,,,,,,,
Rspo1-Lrp6,Rspo1,Lrp6,Ramilowski,Not Expressed,Secreted,Other,18400942,,,,,,,,,,,,,,,,,
Rspo1-Znrf3,Rspo1,Znrf3,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Rspo2-Lgr6,Rspo2,Lgr6,Ramilowski,Not Expressed,Secreted,Other,"21727895, 21693646",,,,,,,,,,,,,,,,,
Rspo3-Fzd8,Rspo3,Fzd8,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Rspo3-Lgr6,Rspo3,Lgr6,Ramilowski,Not Expressed,Secreted,Other,"21727895, 21693646",,,,,,,,,,,,,,,,,
Rspo4-Lgr4,Rspo4,Lgr4,Ramilowski,Not Expressed,Secreted,Other,2.169.364.621.693.640,,,,,,,,,,,,,,,,,
